"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","work_duration","Leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"141",141,37,"No","Non-Travel","Research & Development",1,"3","Medical",1,"Male","3","Laboratory Technician","Married",20080,3,"Y",22,8,0,15,5,13,10,7,11,16,"2","3","3","2","4"
"142",142,31,"No","Travel_Rarely","Research & Development",24,"1","Medical",1,"Male","3","Laboratory Technician","Married",44400,1,"Y",13,8,1,4,2,4,3,2,7.1,17,"4","1","3","3","3"
"143",143,39,"No","Travel_Frequently","Research & Development",26,"4","Technical Degree",1,"Female","1","Sales Executive","Divorced",30670,1,"Y",20,8,1,21,5,21,1,6,9,4,"2","3","3","1","4"
"144",144,56,"No","Travel_Frequently","Research & Development",20,"4","Life Sciences",1,"Female","3","Sales Executive","Married",53210,9,"Y",14,8,0,36,1,7,7,7,7.4,10,"3","1","2","3","3"
"145",145,30,"No","Travel_Rarely","Sales",5,"4","Medical",1,"Female","2","Manufacturing Director","Single",54100,0,"Y",17,8,1,6,2,5,4,4,7.6,4,"2","3","3","3","3"
"146",146,41,"No","Travel_Rarely","Research & Development",7,"3","Technical Degree",1,"Female","3","Research Scientist","Married",27820,1,"Y",14,8,0,10,2,10,0,7,6.6,8,"2","1","3","2","3"
"147",147,28,"No","Travel_Rarely","Research & Development",7,"3","Medical",1,"Male","3","Healthcare Representative","Divorced",119570,1,"Y",13,8,0,10,2,10,1,8,6.2,13,"3","1","3","2","3"
"148",148,25,"Yes","Travel_Rarely","Research & Development",5,"2","Life Sciences",1,"Female","3","Laboratory Technician","Married",26600,5,"Y",13,8,0,6,3,2,0,2,6.5,13,"1","1","3","3","3"
"149",149,52,"No","Travel_Rarely","Research & Development",26,"2","Life Sciences",1,"Female","2","Sales Representative","Married",33750,2,"Y",21,8,0,28,2,5,0,4,8.2,6,"4","3","3","2","4"
"150",150,45,"No","Travel_Rarely","Research & Development",2,"3","Medical",1,"Female","1","Sales Executive","Married",50980,3,"Y",14,8,1,8,4,2,0,2,6.8,12,"1","4","2","3","3"
"151",151,52,"No","Travel_Rarely","Research & Development",12,"3","Medical",1,"Male","2","Research Scientist","Married",48780,2,"Y",11,8,1,31,3,5,1,4,7.3,14,"4","4","1","3","3"
"152",152,42,"No","Travel_Frequently","Sales",10,"3","Marketing",1,"Female","2","Healthcare Representative","Divorced",28370,2,"Y",13,8,1,19,0,5,0,2,6.8,16,"1","3","3","2","3"
"153",153,30,"No","Travel_Rarely","Sales",25,"3","Marketing",1,"Male","1","Sales Executive","Single",24060,2,"Y",20,8,1,11,5,5,0,2,7.3,19,"3","4","3","3","4"
"154",154,60,"No","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Female","1","Manufacturing Director","Married",22690,5,"Y",18,8,1,33,4,29,11,10,6.2,17,"1","1","1","3","3"
"155",155,46,"No","Travel_Rarely","Sales",19,"4","Marketing",1,"Female","1","Sales Executive","Divorced",41080,2,"Y",14,8,0,19,5,10,0,8,7.6,12,"3","3","2","2","3"
"156",156,42,"No","Travel_Frequently","Research & Development",18,"4","Technical Degree",1,"Male","4","Sales Executive","Married",132060,0,"Y",13,8,2,7,2,6,0,4,6.6,11,"4","4","4","3","3"
"157",157,24,"Yes","Travel_Rarely","Research & Development",27,"2","Medical",1,"Male","1","Research Scientist","Single",104220,1,"Y",17,8,1,6,0,5,1,4,11,13,"1","2","3","2","3"
"158",158,34,"Yes","Travel_Frequently","Research & Development",5,"3","Medical",1,"Male","2","Research Scientist","Divorced",137440,0,"Y",20,8,1,3,3,2,1,0,6.2,22,"4","3","2","3","4"
"159",159,38,"No","Travel_Frequently","Sales",3,"3","Marketing",1,"Female","2","Sales Executive","Married",49070,1,"Y",11,8,1,1,3,1,0,0,8.6,12,"4","4","3","3","3"
"160",160,40,"No","Travel_Rarely","Sales",26,"4","Marketing",1,"Female","1","Sales Executive","Married",34820,0,"Y",18,8,1,21,2,20,1,12,6,19,"3","3","3","2","3"
"161",161,26,"No","Travel_Rarely","Research & Development",3,"2","Medical",1,"Female","4","Healthcare Representative","Divorced",24360,1,"Y",24,8,0,3,2,3,0,2,6.3,22,"1","4","1","4","4"
"162",162,30,"No","Non-Travel","Research & Development",15,"3","Medical",1,"Female","2","Sales Executive","Married",23800,4,"Y",18,8,3,9,2,5,1,4,7.9,15,"3","4","1","2","3"
"163",163,29,"No","Travel_Rarely","Research & Development",8,"3","Medical",1,"Female","3","Manufacturing Director","Married",194310,1,"Y",11,8,0,10,3,10,0,7,7.2,7,"2","3","3","3","3"
"164",164,29,"Yes","Travel_Rarely","Research & Development",19,"4","Life Sciences",1,"Male","3","Research Scientist","Married",17900,5,"Y",16,8,1,6,4,2,1,1,6.7,12,"3","2","4","2","3"
"165",165,19,"Yes","Travel_Rarely","Research & Development",4,"3","Medical",1,"Male","1","Sales Executive","Single",76440,1,"Y",15,8,2,1,2,1,0,0,7.9,15,"1","4","4","3","3"
"166",166,30,"No","Non-Travel","Research & Development",2,"4","Life Sciences",1,"Female","3","Research Scientist","Married",51310,0,"Y",15,8,1,10,2,9,7,8,6.7,10,"3","1","3","3","3"
"167",167,57,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","4","Research Scientist","Divorced",63060,3,"Y",12,8,1,32,3,1,0,0,6.3,18,"1","4","2","3","3"
"168",168,50,"No","Travel_Rarely","Sales",10,"4","Life Sciences",1,"Female","3","Manager","Married",47870,0,"Y",12,8,0,28,3,27,15,7,7.2,6,"2","3","3","3","3"
"169",169,30,"No","Non-Travel","Sales",10,"2","Life Sciences",1,"Male","3","Laboratory Technician","Single",188800,0,"Y",22,8,1,12,3,11,6,7,6.3,9,"3","4","2","3","4"
"170",170,60,"No","Travel_Frequently","Research & Development",16,"3","Life Sciences",1,"Female","4","Laboratory Technician","Married",23390,4,"Y",20,8,0,22,4,18,13,11,7.2,18,"3","1","4","3","4"
"171",171,47,"No","Travel_Rarely","Research & Development",1,"3","Technical Degree",1,"Male","5","Manufacturing Director","Divorced",135700,5,"Y",16,8,2,20,2,5,0,4,7.8,19,"1","4","3","2","3"
"172",172,46,"No","Travel_Rarely","Sales",4,"1","Technical Degree",1,"Male","1","Laboratory Technician","Married",67120,6,"Y",21,8,1,26,3,3,0,1,6.8,7,"1","3","1","2","4"
"173",173,35,"No","Travel_Rarely","Research & Development",15,"2","Medical",1,"Female","2","Laboratory Technician","Single",54060,0,"Y",12,8,1,6,2,5,4,3,6.5,15,"4","3","3","3","3"
"174",174,54,"No","Travel_Rarely","Research & Development",2,"4","Medical",1,"Male","2","Human Resources","Single",89380,7,"Y",11,8,3,19,2,1,0,0,7.7,8,"3","3","3","3","3"
"175",175,34,"No","Travel_Rarely","Sales",8,"2","Life Sciences",1,"Male","1","Laboratory Technician","Divorced",24390,3,"Y",11,8,2,14,2,7,5,7,7.6,15,"4","3","3","4","3"
"176",176,46,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Healthcare Representative","Married",88370,2,"Y",18,8,0,15,3,3,1,2,9.2,15,"3","4","3","2","3"
"177",177,31,"No","Travel_Rarely","Research & Development",7,"3","Life Sciences",1,"Male","2","Research Director","Divorced",53430,1,"Y",14,8,1,13,3,13,0,8,6.4,13,"3","2","4","3","3"
"178",178,33,"Yes","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Female","4","Research Director","Married",67280,7,"Y",22,8,0,15,2,7,7,7,8.5,15,"2","3","4","2","4"
"179",179,33,"Yes","Travel_Rarely","Sales",5,"4","Marketing",1,"Male","2","Research Director","Divorced",66520,7,"Y",25,8,0,8,5,4,1,3,7,5,"1","4","3","3","4"
"180",180,30,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Sales Executive","Single",48500,0,"Y",12,8,1,4,4,3,1,2,6.5,8,"4","2","3","3","3"
"181",181,35,"No","Travel_Rarely","Research & Development",12,"2","Medical",1,"Female","2","Sales Representative","Married",28090,4,"Y",23,8,1,10,2,8,0,0,8.9,7,"4","3","3","1","4"
"182",182,31,"Yes","Travel_Frequently","Research & Development",22,"2","Medical",1,"Female","2","Sales Executive","Married",56890,3,"Y",15,8,2,12,2,1,0,0,6.6,21,"1","3","3","2","3"
"183",183,34,"Yes","Travel_Frequently","Sales",17,"1","Marketing",1,"Male","1","Research Director","Divorced",20010,9,"Y",22,8,1,11,5,3,0,2,11,12,"2","1","3","4","4"
"184",184,42,"No","Travel_Frequently","Research & Development",2,"4","Medical",1,"Female","1","Research Scientist","Married",29770,4,"Y",15,8,3,8,3,2,2,0,7.8,13,"2","3","3","2","3"
"185",185,36,"No","Non-Travel","Research & Development",3,"4","Medical",1,"Male","1","Research Scientist","Single",40250,1,"Y",11,8,0,10,3,10,9,7,7.2,5,"2","4","2","3","3"
"186",186,22,"Yes","Travel_Frequently","Research & Development",7,"3","Medical",1,"Female","2","Laboratory Technician","Single",37850,5,"Y",13,8,2,4,2,2,1,2,6.4,15,"3","3","3","3","3"
"187",187,48,"No","Travel_Rarely","Research & Development",6,"3","Medical",1,"Male","1","Laboratory Technician","Married",108540,2,"Y",14,8,1,14,6,9,6,7,6.8,18,"2","4","3","3","3"
"188",188,55,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Female","1","Sales Executive","Single",120310,3,"Y",11,8,0,37,5,10,7,7,7.4,15,"1","2","3","3","3"
"189",189,41,"No","Non-Travel","Research & Development",3,"2","Life Sciences",1,"Female","2","Research Scientist","Single",99360,7,"Y",17,8,1,16,2,14,1,10,6.2,19,"4","4","3","2","3"
"190",190,35,"No","Travel_Rarely","Research & Development",22,"3","Medical",1,"Female","1","Sales Representative","Married",29660,9,"Y",18,8,0,15,2,11,6,9,6,16,"2","3","3","2","3"
"191",191,40,"No","Travel_Rarely","Research & Development",15,"3","Life Sciences",1,"Female","2","Laboratory Technician","Single",25710,7,"Y",14,8,0,22,1,20,5,13,7.3,5,"2","3","3","3","3"
"192",192,39,"No","Travel_Frequently","Research & Development",12,"1","Medical",1,"Male","1","Research Scientist","Married",99910,1,"Y",16,8,1,8,3,8,0,7,7.1,7,"3","3","3","3","3"
"193",193,31,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","3","Research Director","Single",61420,4,"Y",13,8,2,10,2,6,0,5,8.7,7,"2","4","4","2","3"
"194",194,42,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","3","Sales Executive","Married",53900,1,"Y",14,8,0,10,3,10,5,8,11,13,"4","1","2","3","3"
"195",195,45,"No","Travel_Rarely","Research & Development",2,"1","Medical",1,"Female","4","Sales Executive","Married",44040,0,"Y",23,8,0,9,2,8,3,7,7.4,23,"4","2","4","3","4"
"196",196,26,"Yes","Travel_Frequently","Research & Development",2,"1","Life Sciences",1,"Female","2","Laboratory Technician","Divorced",59930,0,"Y",12,8,0,8,3,7,1,0,9.2,5,"unknown","3","2","3","3"
"197",197,29,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","1","Research Scientist","Divorced",51300,4,"Y",11,8,0,8,3,3,1,2,7.4,21,"4","4","4","2","3"
"198",198,33,"No","Travel_Rarely","Research & Development",16,"3","Medical",1,"Female","1","Laboratory Technician","Divorced",20900,4,"Y",16,8,0,10,2,6,0,5,7.4,8,"1","3","3","3","3"
"199",199,31,"No","Travel_Rarely","Research & Development",2,"4","Life Sciences",1,"Female","1","Sales Executive","Divorced",29090,9,"Y",14,8,2,10,2,5,0,1,6.7,15,"3","4","2","3","3"
"200",200,18,"Yes","Travel_Frequently","Research & Development",2,"3","Technical Degree",1,"Male","1","Sales Executive","Single",34680,1,"Y",18,8,2,0,4,0,0,0,9.2,8,"2","2","3","4","3"
"201",201,40,"No","Non-Travel","Research & Development",1,"4","Technical Degree",1,"Female","2","Laboratory Technician","Divorced",30680,3,"Y",19,8,0,20,3,1,0,1,6.9,10,"3","1","3","2","3"
"202",202,41,"No","Non-Travel","Research & Development",23,"3","Life Sciences",1,"Male","2","Manufacturing Director","Single",26700,2,"Y",15,8,2,10,2,8,0,7,9.3,19,"1","3","3","2","3"
"203",203,26,"No","Travel_Rarely","Research & Development",9,"4","Medical",1,"Male","3","Healthcare Representative","Divorced",26930,5,"Y",17,8,3,8,3,0,0,0,6,20,"1","3","3","2","3"
"204",204,35,"No","Travel_Rarely","Research & Development",16,"4","Medical",1,"Male","2","Human Resources","Single",95260,1,"Y",15,8,0,5,2,5,0,3,6.3,21,"1","3","3","2","3"
"205",205,34,"No","Travel_Rarely","Research & Development",26,"3","Medical",1,"Male","1","Laboratory Technician","Single",52370,1,"Y",19,8,1,10,3,10,5,7,6.4,12,"4","4","3","2","3"
"206",206,26,"Yes","Travel_Rarely","Sales",1,"3","Marketing",1,"Female","2","Manufacturing Director","Single",24260,1,"Y",22,8,0,1,3,1,0,0,8.8,16,"3","4","1","1","4"
"207",207,37,"No","Travel_Rarely","Research & Development",8,"1","Life Sciences",1,"Male","1","Sales Executive","Single",41930,4,"Y",16,8,1,12,5,6,1,2,7.4,9,"2","4","4","3","3"
"208",208,46,"No","Travel_Frequently","Research & Development",4,"1","Medical",1,"Male","5","Human Resources","Married",29110,5,"Y",13,8,0,28,3,2,1,2,6.2,21,"1","3","2","3","3"
"209",209,41,"No","Travel_Rarely","Research & Development",24,"1","Life Sciences",1,"Male","1","Research Director","Married",26610,7,"Y",14,8,1,22,2,18,11,8,7.7,10,"2","1","3","3","3"
"210",210,37,"No","Non-Travel","Research & Development",7,"2","Medical",1,"Male","1","Sales Executive","Divorced",20280,1,"Y",16,8,1,9,3,9,7,7,7.5,8,"1","2","3","3","3"
"211",211,52,"No","Travel_Rarely","Sales",2,"1","Medical",1,"Male","1","Laboratory Technician","Divorced",99800,NA,"Y",11,8,1,18,2,10,6,9,9.1,5,"4","1","3","3","3"
"212",212,32,"Yes","Non-Travel","Research & Development",7,"2","Life Sciences",1,"Female","2","Research Director","Married",32980,8,"Y",22,8,0,6,4,4,1,2,6,8,"4","3","3","2","4"
"213",213,24,"No","Travel_Frequently","Sales",22,"3","Life Sciences",1,"Female","1","Healthcare Representative","Married",29350,0,"Y",14,8,2,3,5,2,2,1,6,7,"4","4","3","2","3"
"214",214,38,"No","Travel_Rarely","Research & Development",5,"3","Life Sciences",1,"Female","1","Research Scientist","Married",154270,3,"Y",16,8,1,18,2,1,0,0,6,10,"3","3","3","3","3"
"215",215,37,"No","Travel_Rarely","Research & Development",1,"4","Technical Degree",1,"Female","5","Research Scientist","Married",39440,6,"Y",11,8,2,8,3,6,4,3,6.9,12,"2","2","2","3","3"
"216",216,49,"No","Travel_Rarely","Sales",21,"1","Life Sciences",1,"Male","1","Sales Executive","Divorced",40110,1,"Y",18,8,2,31,2,31,0,9,11,8,"4","3","3","1","3"
"217",217,24,"No","Travel_Rarely","Sales",1,"3","Marketing",1,"Female","1","Sales Executive","Married",34070,1,"Y",15,8,2,6,2,6,1,4,9,18,"2","4","3","2","3"
"218",218,26,"No","Travel_Rarely","Research & Development",19,"4","Technical Degree",1,"Female","4","Sales Executive","Married",119940,1,"Y",14,8,1,6,6,5,1,4,7.4,7,"1","2","4","3","3"
"219",219,24,"No","Travel_Rarely","Sales",7,"3","Medical",1,"Female","1","Laboratory Technician","Married",12320,1,"Y",12,8,0,1,4,1,0,0,6.8,17,"4","2","3","1","3"
"220",220,50,"No","Travel_Frequently","Sales",2,"2","Marketing",1,"Male","1","Sales Executive","Married",29600,1,"Y",14,8,3,32,2,32,10,7,6.8,5,"1","2","3","3","3"
"221",221,25,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Research Scientist","Married",190940,1,"Y",16,8,0,7,3,7,0,6,7.4,22,"2","3","3","2","3"
"222",222,24,"Yes","Travel_Frequently","Research & Development",2,"3","Medical",1,"Male","2","Research Scientist","Married",39190,1,"Y",21,8,0,6,3,6,1,2,11,3,"1","3","3","3","4"
"223",223,30,"Yes","Travel_Frequently","Research & Development",9,"3","Other",1,"Male","2","Healthcare Representative","Married",68250,1,"Y",14,8,0,1,2,1,0,0,6.9,16,"2","1","4","3","3"
"224",224,34,"No","Travel_Rarely","Sales",6,"2","Life Sciences",1,"Male","4","Research Director","Married",102480,1,"Y",12,8,1,6,4,6,1,3,8.9,18,"2","4","3","3","3"
"225",225,31,"Yes","Travel_Rarely","Research & Development",9,"1","Medical",1,"Female","1","Sales Representative","Divorced",189470,2,"Y",12,8,2,9,2,3,1,2,6.7,10,"2","1","1","2","3"
"226",226,35,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Female","5","Sales Executive","Single",24960,4,"Y",17,8,3,9,3,3,0,2,7.9,10,"1","4","3","3","3"
"227",227,31,"No","Travel_Rarely","Sales",1,"3","Marketing",1,"Female","2","Sales Executive","Divorced",64650,4,"Y",17,8,0,13,3,7,5,7,6.3,15,"1","4","4","3","3"
"228",228,27,"No","Travel_Rarely","Sales",22,"4","Medical",1,"Male","1","Sales Representative","Divorced",22060,0,"Y",14,8,1,6,4,5,0,3,7.9,10,"1","3","2","3","3"
"229",229,37,"No","Travel_Rarely","Sales",9,"4","Marketing",1,"Female","2","Laboratory Technician","Married",20860,4,"Y",14,8,0,17,3,3,1,0,8.9,6,"4","3","2","3","3"
"230",230,20,"No","Travel_Rarely","Research & Development",17,"4","Medical",1,"Female","1","Sales Representative","Single",22930,1,"Y",13,8,2,1,3,1,0,0,7.1,7,"4","2","4","1","3"
"231",231,42,"No","Travel_Rarely","Research & Development",28,"4","Life Sciences",1,"Female","2","Manufacturing Director","Married",26450,1,"Y",15,8,0,10,5,10,2,2,7.5,14,"3","4","3","3","3"
"232",232,43,"No","Travel_Rarely","Research & Development",10,"5","Technical Degree",1,"Female","2","Sales Executive","Divorced",26830,4,"Y",11,8,0,21,3,1,0,0,8.7,4,"2","4","2","3","3"
"233",233,38,"No","Travel_Rarely","Human Resources",2,"4","Medical",1,"Male","1","Human Resources","Single",20140,3,"Y",17,8,1,8,5,0,0,0,6.8,7,"3","1","2","4","3"
"234",234,43,"No","Travel_Frequently","Sales",4,"3","Medical",1,"Female","2","Healthcare Representative","Divorced",34190,3,"Y",11,8,1,10,5,8,4,7,9.1,6,"4","3","3","3","3"
"235",235,48,"No","Travel_Rarely","Research & Development",8,"1","Medical",1,"Male","2","Laboratory Technician","Married",53760,7,"Y",13,8,1,21,3,3,0,2,7,12,"4","1","1","4","3"
"236",236,44,"No","Travel_Rarely","Sales",29,"4","Marketing",1,"Male","2","Sales Executive","Single",19510,4,"Y",22,8,3,10,4,2,0,2,6.7,21,"1","3","4","4","4"
"237",237,34,"No","Travel_Rarely","Research & Development",13,"4","Life Sciences",1,"Female","1","Laboratory Technician","Divorced",23410,1,"Y",20,8,2,8,3,8,0,6,8.4,16,"3","3","3","2","4"
"238",238,27,"Yes","Travel_Rarely","Sales",27,"3","Life Sciences",1,"Male","2","Research Scientist","Divorced",22930,0,"Y",18,8,0,5,0,4,0,2,6.5,10,"3","1","3","3","3"
"239",239,21,"No","Travel_Rarely","Sales",16,"2","Life Sciences",1,"Male","3","Sales Executive","Single",87260,1,"Y",11,8,1,3,2,3,1,2,7.2,19,"3","3","3","1","3"
"240",240,44,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","1","Laboratory Technician","Married",40110,4,"Y",14,8,1,26,2,2,0,1,8.7,18,"4","4","4","3","3"
"241",241,22,"No","Travel_Rarely","Research & Development",2,"2","Medical",1,"Female","2","Laboratory Technician","Married",195450,0,"Y",14,8,0,3,3,2,2,2,6,22,"1","3","3","2","3"
"242",242,33,"No","Travel_Rarely","Sales",13,"4","Marketing",1,"Female","2","Manufacturing Director","Divorced",45680,0,"Y",18,8,1,6,2,5,1,2,7.3,14,"3","3","3","3","3"
"243",243,32,"No","Travel_Rarely","Research & Development",1,"1","Life Sciences",1,"Female","1","Healthcare Representative","Married",30220,1,"Y",16,8,1,6,3,6,0,5,9.4,7,"1","4","2","3","3"
"244",244,30,"No","Travel_Frequently","Research & Development",4,"5","Technical Degree",1,"Male","3","Manager","Divorced",57720,1,"Y",17,8,0,1,3,1,0,0,7.3,12,"3","3","3","3","3"
"245",245,53,"No","Travel_Rarely","Research & Development",24,"3","Other",1,"Female","3","Manager","Single",22690,7,"Y",11,8,1,18,2,14,8,10,7.1,14,"4","1","4","2","3"
"246",246,34,"No","Travel_Rarely","Research & Development",1,"5","Medical",1,"Male","1","Research Scientist","Married",53810,1,"Y",12,8,0,10,0,10,8,8,7.4,10,"2","4","2","3","3"
"247",247,45,"Yes","Travel_Frequently","Research & Development",19,"4","Life Sciences",1,"Male","3","Research Director","Married",34410,2,"Y",13,8,1,5,5,1,0,0,7.6,21,"1","1","3","3","3"
"248",248,26,"No","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Male","1","Manufacturing Director","Married",54540,1,"Y",13,8,1,3,5,3,0,2,10,5,"3","4","3","4","3"
"249",249,37,"No","Travel_Rarely","Research & Development",4,"3","Medical",1,"Male","1","Manager","Married",98840,1,"Y",14,8,0,10,3,10,7,8,6.2,11,"3","3","3","2","3"
"250",250,29,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Female","1","Healthcare Representative","Married",41570,1,"Y",17,8,3,6,2,6,1,2,6.8,15,"2","3","2","3","3"
"251",251,35,"No","Travel_Rarely","Research & Development",10,"5","Medical",1,"Female","4","Laboratory Technician","Single",134580,1,"Y",11,8,0,17,3,17,11,8,6.7,12,"2","4","3","3","3"
"252",252,33,"No","Travel_Frequently","Research & Development",8,"3","Technical Degree",1,"Male","2","Laboratory Technician","Divorced",90690,3,"Y",25,8,1,15,3,13,4,7,7.5,7,"3","4","1","3","4"
"253",253,54,"No","Travel_Rarely","Research & Development",5,"2","Life Sciences",1,"Female","2","Sales Executive","Married",40140,2,"Y",19,8,1,16,4,9,7,1,6.4,21,"3","2","4","2","3"
"254",254,36,"No","Travel_Rarely","Research & Development",8,"3","Life Sciences",1,"Male","2","Research Scientist","Divorced",59150,2,"Y",13,8,1,13,3,3,0,2,11,12,"2","2","3","2","3"
"255",255,27,"No","Travel_Rarely","Sales",9,"3","Marketing",1,"Male","5","Research Director","Single",59930,0,"Y",14,8,1,5,3,4,1,1,7,19,"1","4","3","1","3"
